,rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2088,2020,1400,Real Estate,Pan Shiyi,60.0,China,Beijing,Real estate,Real Estate,China,1,Split Family Fortune,M,1/1/1963 0:00,Pan,Shiyi,4/4/2023 5:01,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2089,2020,1400,Healthcare,David Paul,56.0,United States,Audubon,Medical devices,Healthcare,United States,1,D,M,12/25/1966 0:00,Paul,David,4/4/2023 5:01,1966.0,12.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2090,2020,1400,Fashion & Retail,Tom Persson,38.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,0,D,M,1/1/1985 0:00,Persson,Tom,4/4/2023 5:01,1985.0,1.0,1.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2091,2020,1400,Automotive,Qian Jinghong,50.0,China,Wuxi,Electric scooters,Automotive,China,1,R,F,1/1/1973 0:00,Qian,Jinghong,4/4/2023 5:01,1973.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2092,2020,1400,Manufacturing,Qin Long,57.0,China,Qingdao,Tire,Manufacturing,China,1,D,M,7/1/1965 0:00,Qin,Long,4/4/2023 5:01,1965.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2093,2020,1400,Healthcare,M.Satyanarayana Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,1,D,M,4/18/1957 0:00,Reddy,M.Satyanarayana,4/4/2023 5:01,1957.0,4.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2094,2020,1400,Diversified,Mochtar Riady & family,93.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,1,D,M,5/12/1929 0:00,Riady,Mochtar,4/4/2023 5:01,1929.0,5.0,12.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2096,2020,1400,Construction & Engineering,Boris Rotenberg,66.0,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,1,U,M,1/3/1957 0:00,Rotenberg,Boris,4/4/2023 5:01,1957.0,1.0,3.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2097,2020,1400,Real Estate,Subhash Runwal,79.0,India,Mumbai,Real estate,Real Estate,India,1,E,M,5/22/1943 0:00,Runwal,Subhash,4/4/2023 5:01,1943.0,5.0,22.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2098,2020,1400,Manufacturing,Igor Rybakov,50.0,Russia,Moscow,Building materials,Manufacturing,Russia,1,U,M,5/16/1972 0:00,Rybakov,Igor,4/4/2023 5:01,1972.0,5.0,16.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2099,2020,1400,Healthcare,Carlos Sanchez,61.0,Brazil,Santo Andre,Generic drugs,Healthcare,Brazil,0,E,M,1/21/1962 0:00,Sanchez,Carlos,4/4/2023 5:01,1962.0,1.0,21.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2100,2020,1400,Real Estate,Martin Selig,85.0,United States,Seattle,Real estate,Real Estate,United States,1,E,M,12/31/1937 0:00,Selig,Martin,4/4/2023 5:01,1937.0,12.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2101,2020,1400,Energy,Airat Shaimiev,61.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,1,U,M,3/7/1962 0:00,Shaimiev,Airat,4/4/2023 5:01,1962.0,3.0,7.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2102,2020,1400,Energy,Radik Shaimiev,58.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,1,U,M,11/14/1964 0:00,Shaimiev,Radik,4/4/2023 5:01,1964.0,11.0,14.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2103,2020,1400,Fashion & Retail,Nobutoshi Shimamura,97.0,Japan,Saitama,Retail,Fashion & Retail,Japan,1,U,M,3/8/1926 0:00,Shimamura,Nobutoshi,4/4/2023 5:01,1926.0,3.0,8.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2104,2020,1400,Technology,Jared Smith,48.0,United States,Provo,Cloud computing,Technology,United States,1,E,M,10/2/1974 0:00,Smith,Jared,4/4/2023 5:01,1974.0,10.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2105,2020,1400,Fashion & Retail,Charlotte Soderstrom,46.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,0,D,F,1/1/1977 0:00,Soderstrom,Charlotte,4/4/2023 5:01,1977.0,1.0,1.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2106,2020,1400,Healthcare,Anand Surana,52.0,India,Bangalore,Pharmaceuticals,Healthcare,India,0,D,M,3/24/1971 0:00,Surana,Anand,4/4/2023 5:01,1971.0,3.0,24.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2107,2020,1400,Healthcare,Dilip Surana,57.0,India,Bangalore,Pharmaceuticals,Healthcare,India,0,D,M,1/18/1966 0:00,Surana,Dilip,4/4/2023 5:01,1966.0,1.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2108,2020,1400,Finance & Investments,Wilma Tisch,95.0,United States,New York,Diversified,Finance & Investments,United States,0,D,F,6/25/1927 0:00,Tisch,Wilma,4/4/2023 5:01,1927.0,6.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2109,2020,1400,Technology,Jianyi Wang,60.0,China,Hangzhou,Fiber optic cables,Technology,China,1,U,M,1/12/1963 0:00,Wang,Jianyi,4/4/2023 5:01,1963.0,1.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2110,2020,1400,Logistics,Wang Jilei,58.0,China,Shanghai,Logistics,Logistics,China,1,U,M,1/1/1965 0:00,Wang,Jilei,4/4/2023 5:01,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2111,2020,1400,Manufacturing,Shuifu Wang,68.0,China,Hangzhou,Manufacturing,Manufacturing,China,1,D,M,2/10/1955 0:00,Wang,Shuifu,4/4/2023 5:01,1955.0,2.0,10.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2112,2020,1400,Manufacturing,Wang Yanqing & family,76.0,China,Weihai,Carbon fiber products,Manufacturing,China,0,D,F,7/2/1946 0:00,Wang,Yanqing,4/4/2023 5:01,1946.0,7.0,2.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2113,2020,1400,Metals & Mining,Wang Zelong,26.0,China,Jiaozuo,Chemicals,Metals & Mining,China,0,D,M,7/1/1996 0:00,Wang,Zelong,4/4/2023 5:01,1996.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2114,2020,1400,Manufacturing,Werner O. Weber,84.0,Switzerland,Zurich,Electronic components,Manufacturing,Switzerland,1,E,M,2/9/1939 0:00,Weber,Werner O.,4/4/2023 5:01,1939.0,2.0,9.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2115,2020,1400,Manufacturing,Anne Werninghaus,37.0,Brazil,Joinville,Industrial machinery,Manufacturing,Brazil,0,U,F,1/1/1986 0:00,Werninghaus,Anne,4/4/2023 5:01,1986.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2116,2020,1400,Finance & Investments,"Alfred West, Jr.",80.0,United States,Paoli,Money management,Finance & Investments,United States,1,U,M,12/7/1942 0:00,West,Alfred,4/4/2023 5:01,1942.0,12.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2117,2020,1400,Manufacturing,Bo Wu,68.0,China,Nanjing,Machinery,Manufacturing,China,1,E,M,5/1/1954 0:00,Wu,Bo,4/4/2023 5:01,1954.0,5.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2118,2020,1400,Manufacturing,Wu Chaoqun,53.0,China,Meishan,Chemicals,Manufacturing,China,1,U,M,5/18/1969 0:00,Wu,Chaoqun,4/4/2023 5:01,1969.0,5.0,18.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2119,2020,1400,Technology,Swift Xie,43.0,China,Shenzhen,Drones,Technology,China,1,E,M,1/1/1980 0:00,Xie,Swift,4/4/2023 5:01,1980.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2120,2020,1400,Manufacturing,Xu Guozhong & family,59.0,China,Changzhou,Motors,Manufacturing,China,1,D,M,9/1/1963 0:00,Xu,Guozhong,4/4/2023 5:01,1963.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2121,2020,1400,Food & Beverage,Yao Kuizhang,58.0,China,Hengshui,Beverages,Food & Beverage,China,1,D,M,1/1/1965 0:00,Yao,Kuizhang,4/4/2023 5:01,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2122,2020,1400,Real Estate,Yu Peidi,63.0,China,Shanghai,Real estate,Real Estate,Hong Kong,1,D,M,1/1/1960 0:00,Yu,Peidi,4/4/2023 5:01,1960.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2123,2020,1400,Healthcare,Yuan Liping,52.0,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,0,D,F,1/1/1971 0:00,Yuan,Liping,4/4/2023 5:01,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2124,2020,1400,Manufacturing,Zhang Chuanwei & family,60.0,China,Zhongshan,Machinery,Manufacturing,China,1,D,M,6/15/1962 0:00,Zhang,Chuanwei,4/4/2023 5:01,1962.0,6.0,15.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2125,2020,1400,Real Estate,Zhang Keqiang,62.0,China,Guangzhou,Real estate,Real Estate,China,1,D,M,4/29/1960 0:00,Zhang,Keqiang,4/4/2023 5:01,1960.0,4.0,29.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2126,2020,1400,Real Estate,Zhang Xin,57.0,China,Beijing,Real estate,Real Estate,China,1,Split Family Fortune,F,8/24/1965 0:00,Zhang,Xin,4/4/2023 5:01,1965.0,8.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2127,2020,1400,Manufacturing,Xinghai Zhang & family,60.0,China,Chongqing,Machinery,Manufacturing,China,1,D,M,1/1/1963 0:00,Zhang,Xinghai,4/4/2023 5:01,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2128,2020,1400,Manufacturing,Zheng Jianjiang & family,62.0,China,Ningbo,Electrical equipment,Manufacturing,China,1,D,M,1/1/1961 0:00,Zheng,Jianjiang,4/4/2023 5:01,1961.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2129,2020,1400,Real Estate,Zhong Sheng Jian,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,1,D,M,3/3/1958 0:00,Zhong,Sheng Jian,4/4/2023 5:01,1958.0,3.0,3.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2130,2020,1400,Fashion & Retail,Zhou Chengjian,57.0,China,Shanghai,Fashion retail,Fashion & Retail,China,1,D,M,4/30/1965 0:00,Zhou,Chengjian,4/4/2023 5:01,1965.0,4.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2131,2020,1400,Diversified,Boris Zingarevich,63.0,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,1,R,M,7/8/1959 0:00,Zingarevich,Boris,4/4/2023 5:01,1959.0,7.0,8.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2132,2133,1300,Automotive,A. Jayson Adair,53.0,United States,Dallas,Damaged cars,Automotive,United States,1,U,M,10/16/1969 0:00,Adair,A. Jayson,4/4/2023 5:01,1969.0,10.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2133,2133,1300,Logistics,Soegiarto Adikoesoemo,85.0,Indonesia,Surabaya,Chemicals,Logistics,Indonesia,1,R,M,3/24/1938 0:00,Adikoesoemo,Soegiarto,4/4/2023 5:01,1938.0,3.0,24.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2134,2133,1300,Healthcare,Rajendra Agarwal,64.0,India,Mumbai,Pharmaceuticals,Healthcare,India,1,D,M,2/25/1959 0:00,Agarwal,Rajendra,4/4/2023 5:01,1959.0,2.0,25.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2135,2133,1300,Healthcare,Chirayu Amin,76.0,India,Baroda,Pharmaceuticals,Healthcare,India,0,D,M,12/4/1946 0:00,Amin,Chirayu,4/4/2023 5:01,1946.0,12.0,4.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2136,2133,1300,Real Estate,Anant Asavabhokhin,72.0,Thailand,Bangkok,Real estate,Real Estate,Thailand,1,E,M,8/11/1950 0:00,Asavabhokhin,Anant,4/4/2023 5:01,1950.0,8.0,11.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2137,2133,1300,Finance & Investments,Roman Avdeev,55.0,Russia,Moscow,"Banking, development",Finance & Investments,Russia,1,R,M,7/17/1967 0:00,Avdeev,Roman,4/4/2023 5:01,1967.0,7.0,17.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2138,2133,1300,Automotive,Ziv Aviram,64.0,Israel,Mevaseret Zion,Automotive technology,Automotive,Israel,1,D,M,1/3/1959 0:00,Aviram,Ziv,4/4/2023 5:01,1959.0,1.0,3.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
2139,2133,1300,Fashion & Retail,Sachin Bansal,41.0,India,Bangalore,Flipkart,Fashion & Retail,India,1,E,M,8/5/1981 0:00,Bansal,Sachin,4/4/2023 5:01,1981.0,8.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2140,2133,1300,Energy,Kiki Barki,83.0,Indonesia,Jakarta,Coal,Energy,Indonesia,1,D,M,11/25/1939 0:00,Barki,Kiki,4/4/2023 5:01,1939.0,11.0,25.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2141,2133,1300,Construction & Engineering,Elena Baturina,60.0,United Kingdom,London,"Investments, real estate",Construction & Engineering,Russia,1,D,F,3/8/1963 0:00,Baturina,Elena,4/4/2023 5:01,1963.0,3.0,8.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2142,2133,1300,Healthcare,Banwari Lal Bawri,70.0,India,Mumbai,Pharmaceuticals,Healthcare,India,1,D,M,4/2/1953 0:00,Bawri,Banwari Lal,4/4/2023 5:01,1953.0,4.0,2.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2143,2133,1300,Finance & Investments,Othman Benjelloun & family,90.0,Morocco,Casablanca,"Banking, insurance",Finance & Investments,Morocco,0,E,M,11/1/1932 0:00,Benjelloun,Othman,4/4/2023 5:01,1932.0,11.0,1.0,111.07,0.2,118725279596.0,35.9,113.9,76.5,21.9,45.8,36910560.0,31.791702,-7.09262
2144,2133,1300,Diversified,Hari Bhartia,66.0,India,Delhi,Diversified,Diversified,India,0,D,M,12/12/1956 0:00,Bhartia,Hari,4/4/2023 5:01,1956.0,12.0,12.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2145,2133,1300,Healthcare,Shyam Bhartia,70.0,India,Delhi,"Pharmaceuticals, food",Healthcare,India,0,D,M,11/9/1952 0:00,Bhartia,Shyam,4/4/2023 5:01,1952.0,11.0,9.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2146,2133,1300,Technology,Stewart Butterfield,50.0,United States,Aspen,Messaging software,Technology,Canada,1,D,M,3/21/1973 0:00,Butterfield,Stewart,4/4/2023 5:01,1973.0,3.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2147,2133,1300,Technology,Cai Mingtong,71.0,China,Quanzhou,Electronic components,Technology,China,1,D,M,2/15/1952 0:00,Cai,Mingtong,4/4/2023 5:01,1952.0,2.0,15.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2148,2133,1300,Technology,Anthony Casalena,40.0,United States,Monkton,Software,Technology,United States,1,E,M,4/24/1982 0:00,Casalena,Anthony,4/4/2023 5:01,1982.0,4.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2149,2133,1300,Manufacturing,Chang Jianming & family,58.0,China,Shanghai,Industrial equipment,Manufacturing,China,1,N,M,2/11/1965 0:00,Chang,Jianming,4/4/2023 5:01,1965.0,2.0,11.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2151,2133,1300,Metals & Mining,Chen Xuehua,62.0,China,Tongxiang,Minerals processing,Metals & Mining,China,1,D,M,1/1/1961 0:00,Chen,Xuehua,4/4/2023 5:01,1961.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2152,2133,1300,Manufacturing,Chen Yin,50.0,China,Shanghai,Power tools,Manufacturing,China,1,N,M,1/1/1973 0:00,Chen,Yin,4/4/2023 5:01,1973.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2154,2133,1300,Telecom,R. Marcelo Claure,52.0,United States,Miami Beach,Cell phone distribution,Telecom,United States,1,N,M,12/9/1970 0:00,Claure,R. Marcelo,4/4/2023 5:01,1970.0,12.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2155,2133,1300,Finance & Investments,Alberto Cortina,77.0,Spain,Madrid,Investments,Finance & Investments,Spain,1,E,M,1/20/1946 0:00,Cortina,Alberto,4/4/2023 5:01,1946.0,1.0,20.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2156,2133,1300,Real Estate,Eduardo Costantini,76.0,Argentina,Buenos Aires,Real estate,Real Estate,Argentina,1,D,M,9/17/1946 0:00,Costantini,Eduardo,4/4/2023 5:01,1946.0,9.0,17.0,232.75,53.5,449663446954.0,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672
2157,2133,1300,Food & Beverage,Wenjun Dai,54.0,China,Changsha,Food,Food & Beverage,China,1,D,M,8/12/1968 0:00,Dai,Wenjun,4/4/2023 5:01,1968.0,8.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2158,2133,1300,Technology,Anand Deshpande,60.0,India,Pune,Technology,Technology,India,1,E,M,5/1/1962 0:00,Deshpande,Anand,4/4/2023 5:01,1962.0,5.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2159,2133,1300,Media & Entertainment,Aydin Dogan,86.0,Turkey,Istanbul,Media,Media & Entertainment,Turkey,1,U,M,4/15/1936 0:00,Dogan,Aydin,4/4/2023 5:01,1936.0,4.0,15.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
2160,2133,1300,Finance & Investments,Annalisa Doris,52.0,Italy,Segrate,Financial services,Finance & Investments,Italy,0,N,F,5/7/1970 0:00,Doris,Annalisa,4/4/2023 5:01,1970.0,5.0,7.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2161,2133,1300,Finance & Investments,Massimo Doris,55.0,Italy,Milan,Financial services,Finance & Investments,Italy,0,N,M,6/9/1967 0:00,Doris,Massimo,4/4/2023 5:01,1967.0,6.0,9.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2162,2133,1300,Healthcare,Weimin Du,59.0,China,Shenzhen,Vaccines,Healthcare,China,1,D,M,12/1/1963 0:00,Du,Weimin,4/4/2023 5:01,1963.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2163,2133,1300,Energy,Timothy Dunn & family,67.0,United States,Midland,Energy,Energy,United States,1,N,M,12/18/1955 0:00,Dunn,Timothy,4/4/2023 5:01,1955.0,12.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2164,2133,1300,Media & Entertainment,Keiko Erikawa,74.0,Japan,Yokohama City,Video games,Media & Entertainment,Japan,1,Split Family Fortune,F,1/3/1949 0:00,Erikawa,Keiko,4/4/2023 5:01,1949.0,1.0,3.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2165,2133,1300,Media & Entertainment,Yoichi Erikawa,72.0,Japan,Yokohama City,Video games,Media & Entertainment,Japan,1,Split Family Fortune,M,10/26/1950 0:00,Erikawa,Yoichi,4/4/2023 5:01,1950.0,10.0,26.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2166,2133,1300,Finance & Investments,Philip Fayer,45.0,Canada,Montreal,Online payments,Finance & Investments,Canada,1,D,M,1/12/1978 0:00,Fayer,Philip,4/4/2023 5:01,1978.0,1.0,12.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2167,2133,1300,Real Estate,Marvy Finger,87.0,United States,Houston,Real estate,Real Estate,United States,1,E,M,12/8/1935 0:00,Finger,Marvy,4/4/2023 5:01,1935.0,12.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2168,2133,1300,Construction & Engineering,Simona Giorgetta,45.0,Italy,Milan,Chemical products,Construction & Engineering,Italy,0,E,F,4/24/1977 0:00,Giorgetta,Simona,4/4/2023 5:01,1977.0,4.0,24.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2169,2133,1300,Finance & Investments,Joel Greenberg,65.0,United States,Gladwyne,"Trading, investments",Finance & Investments,United States,1,N,M,8/19/1957 0:00,Greenberg,Joel,4/4/2023 5:01,1957.0,8.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2170,2133,1300,Finance & Investments,He Zhiping,59.0,China,Shenzhen,Investments,Finance & Investments,China,1,D,M,1/1/1964 0:00,He,Zhiping,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2171,2133,1300,Manufacturing,Heikki Herlin,36.0,Finland,Helsinki,"Elevators, escalators",Manufacturing,Finland,0,U,M,1/1/1987 0:00,Herlin,Heikki,4/4/2023 5:01,1987.0,1.0,1.0,112.33,1.0,268761201365.0,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
2172,2133,1300,Real Estate,Hoi Kin Hong,70.0,China,Shanghai,Real estate,Real Estate,Macau,1,D,M,9/1/1952 0:00,Hoi,Kin Hong,4/4/2023 5:01,1952.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2174,2133,1300,Finance & Investments,Gregg Hymowitz,57.0,United States,New York,Asset management,Finance & Investments,United States,1,N,M,11/16/1965 0:00,Hymowitz,Gregg,4/4/2023 5:01,1965.0,11.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2175,2133,1300,Service,Mitchell Jacobson,72.0,United States,Locust Valley,Industrial equipment,Service,United States,0,E,M,3/6/1951 0:00,Jacobson,Mitchell,4/4/2023 5:01,1951.0,3.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2176,2133,1300,Manufacturing,Anurang Jain,61.0,India,Aurangabad,Auto parts,Manufacturing,India,1,D,M,3/21/1962 0:00,Jain,Anurang,4/4/2023 5:01,1962.0,3.0,21.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2177,2133,1300,Manufacturing,Jiang Guiting & family,64.0,China,Dezhou,Manufacturing,Manufacturing,China,1,E,M,7/1/1958 0:00,Jiang,Guiting,4/4/2023 5:01,1958.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2178,2133,1300,Manufacturing,Jin Xin,56.0,China,Fuxin,Manufacturing,Manufacturing,China,1,D,M,1/8/1967 0:00,Jin,Xin,4/4/2023 5:01,1967.0,1.0,8.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
